DateID,LabID,OthLabID,Problems,CRA,Error,DC13,Material,Species,SiteID,SiteName,SiteContext,SiteType,Longitude,Latitude,LocQual,Source,Comments,,,,,
1362,Hd-20566,,,3304,22,,wood,,3398,Castellaro del Vhò,"wooden pole ES 621, phase 1-2 (BM1-2)",,10.3818,45.1333,B,Frontini 2001; Capuzzo et al. 2014,,,,,,
1363,Hd-20573,,,3335,16,,wood,,3398,Castellaro del Vhò,"wooden pole ES 576, phase 1-2 (BM1-2)",,10.3818,45.1333,B,Frontini 2001; Capuzzo et al. 2014,,,,,,
1364,Hd-21068,,,3368,19,,wood,,3398,Castellaro del Vhò,"wooden pole ES 621, phase 1-2 (BM1-2)",,10.3818,45.1333,B,Frontini 2001; Capuzzo et al. 2014,,,,,,
1365,Hd-21069,,,3311,22,,wood,,3398,Castellaro del Vhò,"wooden pole ES 621, phase 1-2 (BM1-2)",,10.3818,45.1333,B,Frontini 2001; Capuzzo et al. 2014,,,,,,
1366,Hd-21073,,,3346,27,,wood,,3398,Castellaro del Vhò,"wooden pole ES 621, phase 1-2 (BM1-2)",,10.3818,45.1333,B,Frontini 2001; Capuzzo et al. 2014,,,,,,
1367,Hd-21365,,,3414,44,,,,2450,Lago di Monate,,settlement,8.6625,45.707,A,Keller et al. 2005,,,,,,
1368,Hd-21366,,,3395,28,,,,2450,Lago di Monate,,settlement,8.6625,45.707,A,Keller et al. 2005,,,,,,
1369,Hd-21648,,,3876,22,,charcoal,,31018,Bongiovanna,,,11.050488,45.324303,B,Salzani 2002,,,,,,
1370,Hd-21649,,,3839,26,,charcoal,,31018,Bongiovanna,,,11.050488,45.324303,B,Salzani 2002,,,,,,
1371,Hd-21677,,,3850,23,,charcoal,,31018,Bongiovanna,,,11.050488,45.324303,B,Salzani 2002,,,,,,
1372,Hd-21724,,,2479,37,,,,25889,Nora,,settlement,9.0159,38.9847,A,Martinelli 2009,,,,,,
1373,Hd-21888,,,3043,28,,,,25866,Iseo,,settlement,10.05,45.65,A,Keller et al. 2005,,,,,,
1374,HD-22360,,,4868,85,,bone,,16698,Gazzo Veronese-Scolo Gelmina,,,11.0769,45.1402,B,Tiné 2015,,,,,,
1375,Hd-22536,,,2992,22,,wood,,3403,"Caorle, San Gaetano",SU 1038 (BR2-BF1),,12.8852,45.6341,B,Bianchin Citton and Martinelli 2005; Capuzzo et al. 2014,,,,,,
1376,Hd-22542,,,2967,12,,wood,,3403,"Caorle, San Gaetano","SU 1044, structure E, wooden pole (BR2-BF1)",,12.8852,45.6341,B,Bianchin Citton and Martinelli 2005; Capuzzo et al. 2014,,,,,,
1377,Hd-22543,,,2985,16,,wood,,3403,"Caorle, San Gaetano","SU 1001 bis, structure I, wooden floor (BR2-BF1)",,12.8852,45.6341,B,Bianchin Citton and Martinelli 2005; Capuzzo et al. 2014,,,,,,
1378,Hd-22563,,,5630,33,,charcoal,,16653,Maser? -Carrera San Giorgio,US 117,,11.8667,45.3167,B,Visentini 2006,,,,,,
1379,Hd-22630,,,4868,85,,,,12138,Ronchetrin di Gazzo,well 5,,11.1142,45.1167,A,Maffi and Tirabassi 2013,,,,,,
1380,HD-23010,,,6011,26,,charcoal,,16685,S. Andrea di Travo,US 348,settlement,9.546,44.8625,B,Visentini et al. 2004,,,,,,
1381,HD-23011,,,5224,26,,charcoal,,16685,S. Andrea di Travo,US 522,settlement,9.546,44.8625,B,Visentini 2006,,,,,,
1382,HD-23012,,,5259,26,,charcoal,,16685,S. Andrea di Travo,US 7 Q E,settlement,9.546,44.8625,B,Visentini 2006,,,,,,
1383,HD-23013,,,5274,25,,charcoal,,16685,S. Andrea di Travo,US 90,settlement,9.546,44.8625,B,Visentini 2006,,,,,,
1384,HD-23014,,,5627,25,,charcoal,,16685,S. Andrea di Travo,US 25,settlement,9.546,44.8625,B,Visentini 2006,,,,,,
1385,Hd-23015,,,5126,25,,charcoal,,12223,"Travo - Via Sant'Andrea, Piacenza, Emilia Romagna",US 84,settlement,9.5481,44.8633,A,Gobbo 2010,,,,,,
1386,HD-23016,,,5305,26,,charcoal,,16685,S. Andrea di Travo,US 104,settlement,9.546,44.8625,B,Visentini 2006,,,,,,
1387,HD-23017,,,5355,26,,charcoal,,16685,S. Andrea di Travo,US 373,settlement,9.546,44.8625,B,Visentini 2006,,,,,,
1388,Hd-23033,,,2837,23,,wood,,3406,"Treviso, piazza S. Pio X",layer of drainage (BF3-Fe),,12.2421,45.6647,B,Bianchin Citton and Martinelli 2005; Capuzzo et al. 2014,,,,,,
1389,Hd-23041,,,2756,35,,wood,,3406,"Treviso, piazza S. Pio X",layer of drainage (BF3-Fe),,12.2421,45.6647,B,Bianchin Citton and Martinelli 2005; Capuzzo et al. 2014,,,,,,
1390,Hd-23109,,,4975,40,,bone,,16698,Gazzo Veronese-Scolo Gelmina,US 103,,11.0769,45.1402,B,Visentini 2006,,,,,,
1391,Hd-23155,,,5264,46,,bone,,16698,Gazzo Veronese-Scolo Gelmina,US 128,,11.0769,45.1402,B,Visentini 2006,,,,,,
1392,Hd-23285,,,3191,16,,,,25866,Iseo,,settlement,10.05,45.65,A,Keller et al. 2005,,,,,,
1393,Hd-23286,,,3072,14,,,,25866,Iseo,,settlement,10.05,45.65,A,Keller et al. 2005,,,,,,
1394,Hd-23489,,,6106,32,,,,3407,Pavia di Udine,Feature 1,settlement,13.2962,45.992,B,Pearce 2013a,,,,,,
1395,Hd-23518,,,5983,24,,,,3408,Sammardenchia,"Feature 153, layer 4",settlement,13.2279,45.9838,A,Pearce 2013a,,,,,,
1396,Hd-23536,,,6129,20,,,,3408,Sammardenchia,Pit feature 101,settlement,13.2279,45.9838,A,Pearce 2013a,,,,,,
1397,Hd-23544,,,6129,20,,vegetal material (charred),,3408,Sammardenchia,Dwelling/farming,settlement,13.2279,45.9838,A,Mazzucco et al. 2016,,,,,,
1398,Hd-23544,,,6128,21,,,,3408,Sammardenchia,Pit feature 86,settlement,13.2279,45.9838,A,Pearce 2013a,,,,,,
1399,Hd-23865,,,3414,28,,wood,,3288,Bosca di Pacengo,(BA-BM),,10.7121,45.4669,B,Fozzati et al. 2006; Capuzzo et al. 2014,,,,,,
1400,Hd-25297,,,5456,25,,,,25832,Botteghino,,settlement,10.3635,44.7476,A,Maffi 2014,,,,,,
1401,Hd-25298,,,5619,25,,,,25832,Botteghino,,settlement,10.3635,44.7476,A,Maffi 2014,,,,,,
1402,Hd-25299,,,5456,25,,,,25832,Botteghino,US 8,settlement,10.3635,44.7476,A,Facchinetti 2012,,,,,,
1403,Hd-25314,,,5456,25,,,,25832,Botteghino,,Settlement,10.3635,44.7476,A,Pearce 2015,,,,,,
1404,Hd-25827,,,5885,26,,,,11938,"Le Mose, Piacenza",US 1108,settlement,9.7621,45.0302,A,Faccchinetti 2012,,,,,,
1405,Hd-25829,,,5656,30,,,,25851,Gaione,US 7,settlement,10.2925,44.7584,A,Facchinetti 2012,,,,,,
1406,Hd-26275,,,5821,46,,,,11938,"Le Mose, Piacenza",US 1108,settlement,9.7621,45.0302,A,Faccchinetti 2012,,,,,,
1407,Hd-26657,,,5802,40,,wood,Quercus robur,393,"Isolino di Varese, Biandronno","E Area, post 31",settlement ,8.7333,45.8167,B,Banchieri 2009; Pearce 2013a,,,,,,
1408,Hd-3687,,,5627,25,,,,16685,S. Andrea di Travo,US 25,settlement,9.546,44.8625,B,Maffi 2014,,,,,,
1409,Hv-1019,,,2875,110,,,,6602,Lipari Island,,,14.9606,38.5061,A,Geyh 1967,,,,,,
1410,Hv-1020,,,1765,95,,,,6602,Lipari Island,,,14.9606,38.5061,A,Geyh 1967,,,,,,
1411,Hv-1021,,,3270,100,,charcoal,,6602,Lipari Island,,,14.9606,38.5061,A,Geyh 1967,,,,,,
1412,Hv-1133,,,4120,85,,wood,,6603,Triponzo,,,12.942,42.8086,A,Geyh 1967,,,,,,
1413,Hv-1134,,,3085,75,,wood,,6603,Triponzo,,,12.942,42.8086,A,Geyh 1967,,,,,,
1414,Hv-1434,,,8240,175,,wood,,6603,Triponzo,,,12.942,42.8086,A,Geyh 1967,,,,,,
1415,Hv-1436,,,6275,90,,wood,,6603,Triponzo,,,12.942,42.8086,A,Geyh 1967,,,,,,
1416,I-,,,4680,100,,charcoal,,31019,Area Guzzini ,,settlement,13.50971,43.36479,B,Cazzella and Silvistrini 2005,,,,,,
1417,I-,,,4700,100,,charcoal,,31019,Area Guzzini ,,settlement,13.50971,43.36479,B,Cazzella and Silvistrini 2005,,,,,,
1418,I-11444,,,6235,470,,,,3462,Vho di Piadena,VP,settlement,10.22,45.07,B,Starnini et al. 2017,,,,,,
1419,I-11445,,,6170,110,,charcoal,,944,"Campo Ceresole, Vho",,settlement,10.4097,45.115,A,Mazzucco et al. 2018,,,,,,
1420,I-11816,,,4195,95,,charcoal,,3465,Spilamberto,layer 13; area x; open site,settlement,11.0205,44.5317,B,Bagolini and Biagi 1990,,,,,,
1421,I-11817,,,4995,100,,charcoal,,3465,Spilamberto,Site VIII; site VIII; open site,settlement,11.0205,44.5317,B,Bagolini and Biagi 1990,,,,,,
1422,I-11871,,,3230,110,,charcoal,,25759,Duos Nuraghes,layers XII-XI,settlement   ,9.0129,40.1209,A,Webster and Webster 1998,,,,,,
1423,I-12518,,,6050,110,,charcoal,,3467,Via Rivoluzione d'Ottobre,,,10.6268,44.7049,B,Shennan and Steele 2000,,,,,,
1424,I-12519,,,6070,110,,charcoal,,3468,Rivaltella-Ca'Romensini,,,10.6268,44.7049,B,Shennan and Steele 2000,,,,,,
1425,I-12520,,,7630,120,,charcoal,,3469,"Bagioletto Alto,Reggio Emilia",,,10.16,44.36,B,Shennan and Steele 2000,,,,,,
1426,I-12585,,,6580,150,,,,3470,"Cassa di Risparmio, Travo",,settlement,9.545,44.86,B,Bernabo' Brea et al. 1984; Pearce 2013a,,,,,,
1427,I-12687,,DuplicateID,3790,100,,,,282,Monte Bagioletto Alto,US 40 (pit filling),settlement ,12.4167,43.3333,B,Skeates 1996 ,,,,,,
1428,I-12687,,DuplicateID,7670,120,,charcoal,,3469,"Bagioletto Alto,Reggio Emilia",,,10.16,44.36,B,Shennan and Steele 2000,,,,,,
1429,I-12769,,,6310,105,,,,3470,"Cassa di Risparmio, Travo",,settlement,9.545,44.86,B,Shennan and Steele 2000,,,,,,
1430,I-1289,,,6310,210,,charcoal,,936,Savignano sul Panaro,pit,settlement,11.0331,44.4833,B,Biagi and Nisbet 1987; Pearce 2013a,,,,,,
1431,I-13798,,,6130,160,,charcoal,,3474,"Travo, Case Gazza",,settlement,9.5333,44.8667,B,Pinhasi et al. 2005,,,,,,
1432,I-13799,,,5830,210,,charcoal,,3474,"Travo, Case Gazza",Pit ,settlement,9.5333,44.8667,B,Bernabo' Brea et al. 1984; Pearce 2013a,,,,,,
1433,I-14774,,,4180,320,,charcoal,,25759,Duos Nuraghes,layers XIV-XIII,settlement   ,9.0129,40.1209,A,Webster and Webster 1998,,,,,,
1434,I-14774,,,4180,320,,,,25759,Duos Nuraghes,,settlement   ,9.0129,40.1209,A,Skeates and Whitehouse 1994; Hinz et al. 2012,,,,,,
1435,I-14775,,,2830,90,,charcoal,,25759,Duos Nuraghes,"tower A, layer VII",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1436,I-15465,,,3110,90,,charcoal,,25759,Duos Nuraghes,"tower A, layer XI",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1437,I-15466,,,2880,80,,charcoal,,25759,Duos Nuraghes,"tower A, layer X",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1438,I-16034,,,2475,135,,charcoal,,25759,Duos Nuraghes,"tower A, layer IV",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1439,I-17869,,,3420,100,,charcoal,,25759,Duos Nuraghes,layers XIV-XIII,settlement   ,9.0129,40.1209,A,Webster and Webster 1998,,,,,,
1440,I-17869,,,3420,100,,charcoal,,25759,Duos Nuraghes,"tower A, layer XII sup.",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1441,I-17870,,,3220,110,,charcoal,,25759,Duos Nuraghes,"tower A, layer XI",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1442,I-17871,,,3230,110,,charcoal,,25759,Duos Nuraghes,"tower A, layer XI",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1443,I-17872,,,3370,130,,charcoal,,25759,Duos Nuraghes,layers XIV-XIII,settlement   ,9.0129,40.1209,A,Webster and Webster 1998,,,,,,
1444,I-17872,,,3370,130,,charcoal,,25759,Duos Nuraghes,"tower A, layer XIII",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1445,I-18546,,,3580,210,,charcoal,,25759,Duos Nuraghes,layers X-IX,settlement   ,9.0129,40.1209,A,Webster and Webster 1998,,,,,,
1446,I-18546,,,3580,210,,charcoal,,25759,Duos Nuraghes,"tower B, layer X-IX",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1447,I-18585,,,2930,90,,charcoal,,25759,Duos Nuraghes,"structure 6, layer 8",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1448,I-18586,,,2890,90,,charcoal,,25759,Duos Nuraghes,"structure 5, layer 5",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1449,I-18587,,,2830,90,,charcoal,,25759,Duos Nuraghes,Level 6,settlement   ,9.0129,40.1209,A,Webster and Webster 1998,,,,,,
1450,I-18587,,,2830,90,,charcoal,,25759,Duos Nuraghes,"structure 2, layer 8",settlement   ,9.0129,40.1209,A,Rubinos and Ruiz-Galvez 2003,,,,,,
1451,I-883,,,3648,250,,charcoal,,10921,Fosso della Crescenza,"building 2, layer II, 7",,12.4393,41.9905,A,Skeates 1994,,,,,,
1452,IRPA-31,,,1728,98,,charcoal,,969,Alba Fucens,trench 66 IV,settlement,13.409,42.0799,A,Dauchot-Dehon and Heylen 1971,,,,,,
1453,IRPA-32,,,2290,110,,charcoal,,969,Alba Fucens,trench 66 IV,settlement,13.409,42.0799,A,Dauchot-Dehon and Heylen 1971,,,,,,
1454,IRPA-33,,,2210,146,,charcoal,,969,Alba Fucens,trench 66 VI,settlement,13.409,42.0799,A,Dauchot-Dehon and Heylen 1971,,,,,,
1455,IRPA-341,,,2310,140,,charcoal,,2880,Artena,,settlement,12.95,41.7167,A,Dauchot-Dehon et al. 1981,,,,,,
1456,IRPA-407,,,2290,60,,charcoal,,2880,Artena,,settlement,12.95,41.7167,A,Dauchot-Dehon et al. 1981,,,,,,
1457,IRPA-408,,,2320,60,,charcoal,,2880,Artena,,settlement,12.95,41.7167,A,Dauchot-Dehon et al. 1981,,,,,,
1458,IRPA-735,,,2390,50,-24,charcoal,,2880,Artena,,settlement,12.95,41.7167,A,Dauchot-Dehon and Van Strydonck 1987,,,,,,
1459,IRPA-736,,,2280,60,-24,charcoal,,2880,Artena,,settlement,12.95,41.7167,A,Dauchot-Dehon and Van Strydonck 1987,,,,,,
1460,IRPA-737,,,2090,70,-24,charcoal,,2880,Artena,,settlement,12.95,41.7167,A,Dauchot-Dehon and Van Strydonck 1987,,,,,,
1461,IRPA-738,,,2350,50,-24,charcoal,,2880,Artena,,settlement,12.95,41.7167,A,Dauchot-Dehon and Van Strydonck 1987,,,,,,
1462,IRPA-739,,,2230,80,-24,charcoal,,2880,Artena,,settlement,12.95,41.7167,A,Dauchot-Dehon and Van Strydonck 1987,,,,,,
1463,ITG-138,,,3373,82,,,,25888,"Nola, via Cimitile",,settlement,14.5097,40.9312,A,Alessandri 2019,,,,,,
1464,ITG-DSA-121,,,3252,95,,,,25888,"Nola, via Cimitile",,settlement,14.5097,40.9312,A,Alessandri 2019,,,,,,
1465,K-151,,,3420,200,,wood,,12986,Su Naraxi,"Viga, principal habitation; Main resident structure",settlement,8.9889,39.7061,A,Rubinos  and Ruiz-Gálvez 2003,,,,,,
1466,K-558,,,2140,120,,,,16682,Chia,grave 2,,8.8806,38.9086,B,Tykot 1994,,,,,,
1467,K-559,,,2290,120,,,,16682,Chia,grave 1,,8.8806,38.9086,B,Spanedda 2006,,,,,,
1468,KIA-,,,6602,30,,bone,Homo Sapiens,25982,Balsignano,Grave 3,settlement,16.797,41.0643,A,Muntoni et al. 2017,,,,,,
1469,KIA-,,,6565,29,,bone,Homo Sapiens,25982,Balsignano,Grave 3,settlement,16.797,41.0643,A,Muntoni et al. 2017,,,,,,
1470,KIA-,,,5508,50,,bone,Homo Sapiens,25982,Balsignano,Grave 2,settlement,16.797,41.0643,A,Muntoni et al. 2017,,,,,,
1471,KIA-10362,,,7283,38,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer D,rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1472,KIA-10363,,,6968,41,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer E,rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1473,KIA-10364,,,7971,42,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer FA,rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1474,KIA-10365,,,8323,63,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer FA,rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1475,KIA-10366,,,7725,49,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer FA,rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1476,KIA-10367,,,7902,55,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer FA,rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1477,KIA-10368,,,8193,66,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer FB,rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1478,KIA-10369,,,8509,44,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer FC (F13),rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1479,KIA-10370,,,8847,57,,charcoal,,851,"Riparo Gaban, Piazzina di Martignano",layer FC (F16),rock shelter,11.12,46.07,B,Kozlowski and Dalmeri 2000; Pearce 2013a,,,,,,
1480,KIA-10827,,,6679,54,-26.3,charcoal,,16046,Serra Cicora,,settlement,18.0167,40.1667,B,Quarta et al. 2005; CalPal,,,,,,
1481,KIA-12443,,,4056,49,,bone,Homo Sapiens,3776,"Ala, Le Corone",US 67,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1482,KIA-12444,,,2791,38,,bone,Homo Sapiens,3777,"Volano, San Rocco",Inhumation burial (BF-Fe),,11.0669,45.9169,B,Capuzzo et al. 2014,,,,,,
1483,KIA-12445,,,2804,49,,bone,animal,3777,"Volano, San Rocco","Inhumation burial, bone of a bovine (BF-Fe)",,11.0669,45.9169,B,Capuzzo et al. 2014,,,,,,
1484,KIA-12447,,,3892,34,,bone,Homo Sapiens,31020,Nogarole di Mezzolombardo 3,,,11.12975929,46.20836327,B,Nicolis 2001,,,,,,
1485,KIA-12453,,,3387,31,,charcoal,,3778,"Storo, Dosso Rotondo",High altitude settlement (BM),,10.5125,45.8706,B,Capuzzo et al. 2014,,,,,,
1486,KIA-13292,,,5685,43,-18.4,bone,Homo Sapiens,16046,Serra Cicora,Burial T3; Tomb 3,settlement,18.0167,40.1667,B,Quarta et al. 2005; CalPal,,,,,,
1487,KIA-13293,,,5648,34,-20.1,bone,Homo Sapiens,16046,Serra Cicora,Burial T4; Tomb 4,settlement,18.0167,40.1667,B,Quarta et al. 2005; CalPal,,,,,,
1488,KIA-13413,,,5864,47,,,,26005,"Le Macchie, Bari Palese",,,16.7689,41.1474,A,Fiorentino et al. 2013,,,,,,
1489,KIA-13414,,,5783,39,,bone,Homo Sapiens,25982,Balsignano,Grave 2,settlement,16.797,41.0643,A,Muntoni et al. 2017,,,,,,
1490,KIA-14195,,,10445,32,,charcoal,,13251,"Laghetto delle Regole 1, Castelfondo",2,,11.0985,46.4405,B,Cattani 2004,,,,,,
1491,KIA-14196,,,10500,45,,charcoal,,13252,"Laghetto delle Regole 2, Castelfondo",2,,11.0986,46.4406,B,Cattani 2004,,,,,,
1492,KIA-16833,,,3937,29,,bone,Homo Sapiens,16716,Grotta Cappuccini,,cave,18.0698,40.1446,A,Pacciarelli et al. 2015,,,,,,
1493,KIA-16834,,,3955,28,,bone,Homo Sapiens,16716,Grotta Cappuccini,,cave,18.0698,40.1446,A,"Pacciarelli, M., Scarano, T. and Crispino, A., 2015. The transition between the Copper and Bronze Ages in southern Italy and Sicily. H. Meller et al.(Ed.), 2200, pp.253-282.",,,,,,
1494,KIA-16835,,,3936,28,,bone,Homo Sapiens,16716,Grotta Cappuccini,,cave,18.0698,40.1446,A,Pacciarelli et al. 2015,,,,,,
1495,KIA-20343,,,9737,42,,charcoal,,13255,"Laghetto delle Regole, Castelfondo",LR3,,11.0987,46.4407,B,Dalmeri et al. 2004,,,,,,
1496,KIA-28340,,,6570,35,,bone,Homo Sapiens,430,"Arene Candide, Finale Ligure",burial,cave,8.3283,44.1625,A,Sparacello et al 2019,,,,,,
1497,KIA-30554,,,6038,31,,charcoal,,749,La Vela,"III, C3 1a",settlement,11.1021,46.0821,B,Pearce 2013a,,,,,,
1498,KIA-30555,,,5988,31,,charcoal,,749,La Vela,"III, C3 1a",settlement,11.1021,46.0821,B,Pearce 2013a,,,,,,
1499,KIA-30556,,,5552,32,,charcoal,,749,La Vela,US 8,settlement,11.1021,46.0821,B,Mottes et al. 2009,,,,,,
1500,KIA-30557,,,5458,28,,charcoal,,749,La Vela,US 8,settlement,11.1021,46.0821,B,Mottes et al. 2009,,,,,,
1501,KIA-30560,,,5835,35,,charcoal,,749,La Vela,US 41,settlement,11.1021,46.0821,B,Mottes et al. 2009,,,,,,
1502,KIA-30570,,,6627,33,,charcoal,,3776,"Ala, Le Corone",US 14,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1503,KIA-30571,,,5843,36,,charcoal,,3776,"Ala, Le Corone",US 105,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1504,KIA-30572,,,5966,33,,charcoal,,3776,"Ala, Le Corone",US 96,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1505,KIA-30573,,,5688,33,,charcoal,,3776,"Ala, Le Corone",US 99c,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1506,KIA-30574,,,5889,33,,charcoal,,3776,"Ala, Le Corone",US 104,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1507,KIA-30576,,,5497,28,,charcoal,,3776,"Ala, Le Corone",US 94,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1508,KIA-30577,,,5580,30,,charcoal,,3776,"Ala, Le Corone",US 98,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1509,KIA-30578,,,5688,35,,charcoal,,3776,"Ala, Le Corone",US 90,rock shelter,11,45.7,B,Pearce 2013a,,,,,,
1510,KIA-30582,,,5714,34,,charcoal,,25847,Covelo di Terlago,US 14 a,settlement,11.0215,46.0987,A,Mottes et al. 2009,,,,,,
1511,KIA-31837,,,4510,35,,charcoal,,749,La Vela,,settlement,11.1021,46.0821,B,Mottes 2019,,,,,,
1512,KIA-36032,,,7175,45,,bone,,10699,Grotta dell'Uzzo,,cave,12.7865,38.1101,A,Natali and Forgia 2018,,,,,,
1513,KIA-36033,,,7020,45,,bone,,10699,Grotta dell'Uzzo,,cave,12.7865,38.1101,A,Natali and Forgia 2018,,,,,,
1514,KIA-36035,,,6985,40,,bone,,10699,Grotta dell'Uzzo,,cave,12.7865,38.1101,A,Natali and Forgia 2018,,,,,,
1515,KIA-36049,,,9275,45,-18.9,bone,Homo Sapiens,13948,"Grotta d'Oriente, Favignana",burial Oriente B,cave,12.3097,37.9495,A,Mannino et al. 2012,,,,,,
1516,KIA-36050,,,9395,45,-18.8,bone,Homo Sapiens,13948,"Grotta d'Oriente, Favignana",burial Oriente B,cave,12.3097,37.9495,A,Mannino et al. 2012,,,,,,
1517,KIA-36051,,,9440,40,-19,bone,Homo Sapiens,13948,"Grotta d'Oriente, Favignana",burial Oriente B,cave,12.3097,37.9495,A,Mannino et al. 2012,,,,,,
1518,KIA-44436,,,2853,20,,wood,Quercus sp.,31021,Este Campo Sportivo,,,11.65965953,45.22607094,A,Meadows et al 2014,,,,,,
1519,KIA-44437,,,2643,19,,wood,Quercus sp.,31021,Este Campo Sportivo,,,11.65965953,45.22607094,A,Meadows et al 2014,,,,,,
1520,KIA-44438,,,2398,19,,wood,Quercus sp.,31021,Este Campo Sportivo,,,11.65965953,45.22607094,A,Meadows et al 2014,,,,,,
1521,KIA-44439,,,2506,19,,wood,Quercus sp.,31021,Este Campo Sportivo,,,11.65965953,45.22607094,A,Meadows et al 2014,,,,,,
1522,KIA-46454,,,2602,27,,leaf,,5713,Fondo Paviani,Base F2,settlement,11.2878,45.1346,A,Dalla Longa et al 2019,,,,,,
1523,KIA-46455,,,3001,45,,seed,Sambucus nigra ,5713,Fondo Paviani,Top F4,settlement,11.2878,45.1346,A,Dalla Longa et al 2019,,,,,,
1524,KIA-46456,,,3447,30,,seed,Panicum miliaceum ,5713,Fondo Paviani,Top F5,settlement,11.2878,45.1346,A,Dalla Longa et al 2019,,,,,,
1525,KIA-47911,,,2480,45,,wood,Salix,5713,Fondo Paviani,Top F3,settlement,11.2878,45.1346,A,Dalla Longa et al 2019,,,,,,
1526,KIA-53579,,,3581,17,,bone,Homo sapiens,31022,Trento - Gardolo di Mezzo Tomb 1,,burial,11.11703331,46.11491475,B,Mottes and Nicolis 2019,,,,,,
1527,KIA-53580,,,3586,17,,bone,Homo sapiens,31022,Trento - Gardolo di Mezzo Tomb 1,,burial,11.11703331,46.11491475,B,Mottes and Nicolis 2019,,,,,,
1528,KIA-53616,,,3707,19,,bone,Homo sapiens,749,La Vela,,settlement,11.1021,46.0821,B,Mottes and Nicolis 2019,,,,,,
1529,KIA-53624,,,4123,20,,bone,Homo sapiens,31023,Nogarole di Mezzolombardo 4,,,11.13975929,46.20936327,B,Mottes and Nicolis 2019,,,,,,
1530,KIA-53633,,,3137,26,,seed,Millet,26021,Monte Santa Giulia,,settlement,10.666683,44.390583,A,Filipović et al 2020,,,,,,
1531,KIA-53634,,,3208,26,,seed,Millet,26021,Monte Santa Giulia,,settlement,10.666683,44.390583,A,Filipović et al 2020,,,,,,
1532,KIK-11100,,,2738,33,,bone,,31024,Sa Osa-Cabras nuraghe,,settlement,8.542294,39.914317,B,Van Strydonck and De Roock 2011,,,,,,
1533,KIK-11851,,,2495,30,,,,31025,S`Urachi,,settlement,8.582455,40.015424,B,Van Strydonck and De Roock 2011,,,,,,
1534,KIK-11852,,,2453,31,,,,31025,S`Urachi,,settlement,8.582455,40.015424,B,Van Strydonck and De Roock 2011,,,,,,
1535,KIK-3297,,,4045,30,-28.1,charcoal,,4329,Potenza valley,Popi/03/35/350,,13.6472,43.4086,A,Van Strydonck and De Roock 2011,,,,,,
1536,KIK-3409,,,5040,35,-21.6,charcoal,,4329,Potenza valley,Popi/04/120/M4/780,,13.6472,43.4086,A,Van Strydonck and De Roock 2011,,,,,,
1537,KIK-3411,,,2020,25,-24.2,charcoal,,4329,Potenza valley,Popi/04/120/M4/470,,13.6472,43.4086,A,Van Strydonck and De Roock 2011,,,,,,
